"spam","to_multiple","from","cc","sent_email","time","image","attach","dollar","winner","inherit","viagra","password","num_char","line_breaks","format","re_subj","exclaim_subj","urgent_subj","exclaim_mess","number","ID"
"spam",1,1,0,0,"2012-01-05 13:28:45",0,0,0,"no",0,0,0,2.881,50,0,0,0,0,0,"small","LOk83fs3hF"
"spam",1,1,0,0,"2012-01-06 06:45:02",0,0,0,"no",0,0,0,3.943,47,0,0,0,0,0,"small","OXlcGgI9vs"
"spam",0,1,0,0,"2012-01-06 08:28:38",0,0,2,"no",0,0,0,22.344,411,1,0,0,0,49,"small","qB9wUCSzAP"
"spam",0,1,0,0,"2012-01-06 07:57:55",0,0,0,"no",0,0,0,5.066,106,1,0,1,0,0,"small","Yh7VEmop2o"
"spam",0,1,0,1,"2012-01-06 13:09:22",0,0,0,"no",0,0,0,2.174,49,1,1,0,0,2,"small","8AVouAFusb"
"spam",0,1,0,1,"2012-01-06 13:10:25",0,0,0,"no",0,0,0,0.368,12,1,0,0,0,0,"small","baaSouJEPW"
"spam",0,1,0,1,"2012-01-06 13:36:01",0,0,0,"no",0,0,0,0.441,16,1,1,0,0,0,"small","WDSK1oNwDl"
"spam",0,1,0,0,"2012-01-07 08:00:09",0,0,8,"no",1,0,0,10.017,238,1,0,0,0,7,"small","goqwvnZBxc"
"spam",0,1,0,0,"2012-01-07 06:51:29",0,0,0,"no",0,0,0,6.832,116,1,0,0,0,1,"small","u9KQiwc90r"
"spam",0,1,0,0,"2012-01-07 08:34:55",0,0,0,"no",0,0,0,8.504,142,1,0,0,0,1,"small","BHXpOlbaAN"
"spam",1,1,0,0,"2012-01-07 09:56:20",0,0,0,"no",0,0,0,1.683,34,1,0,1,0,6,"small","AZXcPQsbt8"
"spam",0,1,0,0,"2012-01-07 12:28:02",0,0,0,"no",0,0,0,8.002,134,1,0,0,0,1,"small","qLMNlO9feb"
"spam",0,1,1,0,"2012-01-07 14:40:56",0,0,0,"no",0,0,0,4.465,102,1,1,1,0,10,"small","qGmPx2Es2P"
"spam",0,1,0,0,"2012-01-08 04:44:38",0,0,1,"no",0,0,0,26.404,405,1,0,0,0,13,"small","V3PKNgjgmg"
"spam",0,1,0,0,"2012-01-08 08:16:29",0,0,0,"no",0,0,0,13.116,211,1,0,0,0,1,"small","xjeOewiyN6"
"spam",0,1,0,0,"2012-01-08 18:02:43",0,0,0,"no",0,0,0,9.27,151,1,0,0,0,1,"small","XYv88FspTK"
"spam",0,1,1,1,"2012-01-08 14:30:07",0,0,0,"no",0,0,8,13.404,292,1,1,0,0,4,"small","141ENZcqyA"
"spam",0,1,1,1,"2012-01-08 14:34:30",0,0,2,"no",0,0,0,1.39,29,0,0,0,0,0,"small","CijBvxNrnh"
"spam",0,1,0,1,"2012-01-09 03:19:47",0,0,0,"no",0,0,0,2.705,46,0,1,0,0,1,"none","tkPqzcMI5c"
"spam",0,1,0,0,"2012-01-09 05:30:57",0,0,4,"no",0,0,0,4.56,98,1,0,0,0,2,"big","ziOIfB7Zfr"
"spam",0,1,0,0,"2012-01-09 11:11:15",0,0,0,"no",0,0,0,5.255,106,1,0,0,0,4,"small","N6dOsUvzue"
"spam",1,1,0,1,"2012-01-09 08:44:05",0,0,0,"no",0,0,0,0.406,13,1,0,0,0,0,"none","0WHL3uR7tN"
"spam",1,1,0,0,"2012-01-09 09:43:28",0,0,0,"no",0,0,0,3.991,47,0,0,0,0,0,"small","eKEunTBjPJ"
"spam",0,1,0,1,"2012-01-09 11:28:59",0,0,0,"no",0,0,0,10.41,225,1,1,0,0,4,"small","wudegI0PFm"
"spam",1,1,1,1,"2012-01-09 11:59:38",0,0,0,"no",0,0,0,23.237,527,1,1,0,0,0,"big","wA1gtwgwfc"
"spam",0,1,2,1,"2012-01-09 10:46:14",0,0,0,"no",0,0,0,2.467,59,1,1,0,0,4,"small","idAfqGOJ2e"
"spam",0,1,0,0,"2012-01-10 05:07:54",0,0,13,"no",0,0,0,16.103,363,1,0,1,0,2,"small","A3hPOg2uwz"
"spam",1,1,0,0,"2012-01-10 07:10:48",0,0,0,"no",0,0,0,3.983,47,0,0,0,0,0,"small","cBP15Qp0ge"
"spam",0,1,0,0,"2012-01-10 08:29:19",0,0,0,"no",0,0,0,0.45,14,0,0,0,0,0,"none","QLht1gIBAI"
"spam",1,1,0,0,"2012-01-10 08:27:08",0,0,0,"no",0,0,0,10.376,240,1,0,0,0,5,"big","bd9kHZzIEd"
"spam",1,1,0,0,"2012-01-10 08:57:51",0,1,0,"no",0,0,0,10.216,202,1,0,0,0,2,"small","soswRoXG4O"
"spam",0,1,0,1,"2012-01-10 10:32:03",0,0,0,"no",0,0,0,0.193,7,1,0,0,0,0,"none","UdO2gWJx4w"
"spam",1,1,0,1,"2012-01-10 10:42:53",0,0,0,"no",0,0,0,0.43,13,1,0,0,0,0,"none","vk62gT8Ly3"
"spam",0,1,0,1,"2012-01-10 11:59:52",0,0,0,"no",0,0,0,0.215,6,0,1,0,0,0,"none","hDkLjbDiWh"
"spam",1,1,0,0,"2012-01-10 13:39:17",0,0,0,"no",0,0,0,1.011,38,0,0,0,0,0,"none","50Lfkf6o01"
"spam",0,1,0,1,"2012-01-10 18:36:27",0,0,0,"no",0,0,0,0.997,28,1,1,0,0,0,"small","52Hz25NKxL"
"spam",0,1,0,0,"2012-01-11 08:00:03",0,0,8,"no",1,0,0,9.774,233,1,0,0,0,7,"small","4PUURuug4u"
"spam",0,1,0,0,"2012-01-11 09:48:50",0,0,16,"no",0,0,0,10.468,175,1,0,1,0,14,"small","oXQVMrtJlj"
"spam",1,1,0,0,"2012-01-11 12:04:11",0,0,3,"no",0,0,0,15.987,213,0,0,1,0,8,"small","kTnSQ1ptRj"
"spam",0,1,0,0,"2012-01-11 18:08:58",0,0,8,"no",0,0,0,9.304,310,1,0,0,0,3,"small","z8SxkbXug0"
"spam",0,1,0,0,"2012-01-11 12:34:00",1,2,0,"no",0,0,0,7.537,213,1,0,0,0,5,"small","pS23wLJhli"
"spam",0,1,0,0,"2012-01-11 17:53:42",0,0,1,"no",0,0,0,2.099,49,0,0,0,0,1,"small","OPmA4PafSp"
"spam",0,1,0,0,"2012-01-11 19:20:32",0,0,0,"no",0,0,0,4.22,105,1,0,0,0,1,"small","WcmyhHxnKG"
"spam",0,1,0,0,"2012-01-12 05:09:19",0,0,0,"no",0,0,0,7.812,223,1,0,0,0,0,"small","ZIZtFlbumq"
"spam",0,1,0,0,"2012-01-12 08:05:27",0,0,4,"no",1,0,0,7.69,186,1,0,0,0,5,"small","SxYSyaP23K"
"spam",0,1,0,1,"2012-01-12 09:18:27",0,0,0,"no",0,0,0,4.866,101,1,1,0,0,8,"small","ssLkiazJZP"
"spam",0,1,0,1,"2012-01-12 07:56:44",0,0,0,"no",0,0,0,1.002,31,1,1,0,0,0,"small","oBk9EBQazl"
"spam",0,1,0,0,"2012-01-12 14:40:46",0,0,0,"no",0,0,0,4.917,119,1,0,0,0,0,"big","zsHLJhhkUg"
"spam",0,1,5,0,"2012-01-12 14:05:14",0,1,0,"no",0,0,0,5.703,112,0,0,0,0,0,"small","LZnborjcqJ"
"spam",0,1,0,1,"2012-01-12 11:07:46",0,0,0,"no",0,0,0,3.368,58,1,0,0,0,0,"small","3JwRoyNJkB"
"spam",1,1,0,0,"2012-01-12 15:17:06",0,0,0,"no",0,0,0,2.895,45,0,0,1,0,2,"small","4CZoMaUSvM"
"spam",0,1,0,0,"2012-01-13 08:02:22",0,0,4,"no",1,0,0,9.702,229,1,0,0,0,6,"small","ghltAOxZOu"
"spam",0,1,0,0,"2012-01-13 04:31:04",0,0,0,"no",0,0,0,26.934,378,1,0,0,0,10,"small","WkWzTFdGUA"
"spam",1,1,0,1,"2012-01-13 06:45:07",0,0,0,"no",0,0,0,3.028,84,1,0,0,0,4,"small","LpfnQde3v4"
"spam",0,1,0,1,"2012-01-13 07:19:28",0,0,0,"no",0,0,0,5.995,142,1,1,0,0,0,"small","K3JvcNJAqE"
"spam",0,1,1,1,"2012-01-13 07:25:34",0,0,0,"no",0,0,0,4.829,128,1,1,0,0,8,"small","JMsrddVwQA"
"spam",0,1,1,1,"2012-01-13 08:24:54",0,0,4,"no",0,0,0,10.259,259,1,1,0,0,12,"small","HcRBxhAraf"
"spam",0,1,0,0,"2012-01-13 11:00:00",0,0,2,"no",0,0,0,17.549,124,1,0,0,0,4,"small","BY0Tw0t9xI"
"spam",0,1,0,1,"2012-01-13 12:52:56",0,0,0,"no",0,0,0,3.951,78,1,1,0,0,0,"small","g479cUTfoD"
"spam",0,1,1,1,"2012-01-13 11:43:08",0,0,0,"no",0,0,0,1.34,32,1,1,0,0,0,"small","3wbO7GAvU4"
"spam",0,1,0,0,"2012-01-13 13:41:50",0,0,0,"no",0,0,0,8.88,147,1,0,0,0,3,"small","a6kAYBNiQs"
"spam",0,1,0,0,"2012-01-14 08:03:23",0,0,4,"no",1,0,0,7.723,189,1,0,0,0,5,"small","fMlQUeCM3N"
"spam",0,1,1,1,"2012-01-14 13:21:28",0,0,2,"no",0,0,0,7.178,155,1,1,0,0,2,"small","PuHvyQs7DK"
"spam",0,1,0,0,"2012-01-15 08:01:51",0,0,4,"no",1,0,0,7.55,186,1,0,0,0,5,"small","st2miVgcQV"
"spam",0,1,0,0,"2012-01-15 12:08:46",0,0,2,"no",0,0,0,2.506,40,0,0,0,0,0,"small","oNPuDlcmUV"
"spam",0,1,0,0,"2012-01-15 12:11:26",0,0,2,"no",0,0,0,9.719,178,1,0,0,0,0,"big","bfze9qS15o"
"spam",0,1,0,0,"2012-01-15 05:24:15",0,0,0,"no",0,0,0,5.273,93,1,0,0,0,3,"small","X9QfMjZfrX"
"spam",0,1,0,0,"2012-01-15 14:51:03",0,0,4,"no",0,0,0,4.447,87,0,0,0,0,1,"small","XeSbAIGSgT"
"not_spam",0,1,0,0,"2012-01-01 11:21:55",0,0,0,"no",0,0,0,3.796,71,1,0,0,0,4,"small","7tolLOgLi7"
"not_spam",0,1,0,0,"2012-01-01 18:16:08",0,0,0,"no",0,0,0,2.705,35,1,0,0,0,0,"none","9s4vioxPeI"
"not_spam",1,1,0,0,"2012-01-03 11:33:27",0,0,0,"no",0,0,0,0.443,13,0,0,0,0,0,"small","LDl3PM7hhY"
"not_spam",0,1,4,0,"2012-01-04 07:36:23",0,2,0,"no",0,0,0,0.631,28,0,0,0,0,2,"none","qWm6QjXdwE"
"not_spam",0,1,0,0,"2012-01-04 10:55:45",0,0,1,"yes",0,0,0,0.963,37,0,1,0,0,0,"none","sEU4Nq2X0E"
"not_spam",0,1,0,0,"2012-01-04 15:19:35",0,0,0,"yes",0,0,0,33.809,549,1,0,0,0,28,"small","XOqTXEzf0C"
"not_spam",0,1,0,0,"2012-01-05 04:20:53",0,0,2,"no",0,8,0,0.597,9,1,0,1,0,4,"small","V00R4oH0Rg"
"not_spam",0,1,0,0,"2012-01-16 02:54:49",0,0,0,"no",0,0,0,0.466,13,1,0,0,0,0,"none","qIbigpbDp3"
"not_spam",0,1,0,0,"2012-01-17 06:56:28",0,0,0,"no",0,0,0,0.652,11,1,0,0,0,1,"small","wBw8vEWkR4"
"spam",0,1,0,0,"2012-01-22 03:13:00",0,0,0,"no",0,0,0,1.05,15,1,0,0,0,1,"small","mGfhdc6FSd"
"spam",0,1,0,0,"2012-01-23 08:58:41",0,0,0,"no",0,0,0,0.234,9,1,1,0,0,0,"none","g0awVgEW9O"
"spam",0,1,4,0,"2012-01-14 01:03:03",0,2,0,"no",0,0,0,0.424,22,0,0,0,0,0,"none","SrqvFYhglQ"
"spam",0,1,0,0,"2012-01-15 10:58:56",0,0,0,"no",0,0,0,8.78,146,1,0,0,0,7,"small","KRLurTokS8"
"spam",0,1,0,0,"2012-01-15 14:27:24",0,0,0,"no",0,0,0,6.783,115,1,0,0,0,1,"small","iXEX39NmnS"
"spam",0,1,0,0,"2012-01-15 15:25:06",0,0,0,"no",0,0,0,6.917,113,1,0,0,0,1,"small","JUKXX62Jvi"
"spam",1,1,0,0,"2012-01-15 19:46:16",0,1,2,"no",0,0,0,0.824,37,0,0,0,0,4,"small","y20szW15Hl"
"spam",0,1,0,0,"2012-01-15 17:39:22",0,0,1,"no",0,0,18,20.021,240,1,0,0,0,22,"small","VxUvbjsCni"
"spam",0,1,3,0,"2012-01-15 22:57:00",0,0,0,"no",0,0,0,4.75,114,1,0,0,0,0,"big","DuVB4aqzCL"
"spam",0,1,0,0,"2012-01-16 08:03:13",0,0,12,"no",1,0,0,11.626,266,1,0,0,0,7,"small","RR6HQDwUzc"
"spam",0,1,2,1,"2012-01-16 11:58:26",0,0,0,"no",0,0,0,12.468,353,1,1,0,0,4,"big","EVSIfqgC7O"
"spam",0,1,0,0,"2012-01-17 06:46:55",0,0,0,"no",0,0,0,0.214,12,0,0,0,0,0,"none","jpcXUoWBpZ"
"spam",0,1,64,0,"2012-01-17 08:05:51",0,0,0,"no",0,0,0,4.766,92,1,0,0,0,1,"small","gWhQseWaiN"
"spam",0,1,0,0,"2012-01-17 05:58:13",0,0,0,"no",0,0,0,34.104,608,1,0,0,0,0,"small","OrnWwzE8ms"
"spam",0,1,1,1,"2012-01-17 11:35:54",0,0,0,"no",0,0,0,3.163,88,1,1,0,0,2,"big","srf2s5hDH4"
"spam",0,1,0,0,"2012-01-17 11:31:44",0,0,0,"no",0,0,0,1.824,42,0,0,0,0,3,"none","NR0v4mvMak"
"spam",0,1,0,1,"2012-01-17 12:55:31",0,0,0,"no",0,0,0,0.609,16,0,0,0,0,4,"none","mHqqjmtdNw"
"spam",0,1,0,0,"2012-01-17 10:43:35",0,0,0,"no",0,0,0,6.592,135,1,0,0,0,0,"small","VM317VTrd7"
"spam",1,1,0,0,"2012-01-17 13:56:39",0,0,0,"no",0,0,0,7.29,83,0,0,0,0,0,"big","hsGqrfR6rC"
"spam",0,1,0,1,"2012-01-17 14:04:49",1,1,0,"no",0,0,0,0.069,7,1,0,0,0,0,"none","pWkc6D08pj"
"spam",0,1,0,0,"2012-01-17 14:18:52",0,0,0,"no",0,0,0,63.127,1128,1,0,0,0,89,"big","kZTRIuBKST"
"spam",0,1,0,1,"2012-01-17 15:01:07",0,0,0,"no",0,0,0,0.326,10,1,0,0,0,0,"none","N8itsG1OH6"
"spam",0,1,0,0,"2012-01-17 20:20:31",0,0,11,"no",0,0,0,15.602,350,1,0,1,0,2,"small","WNhYt3jNlV"
"spam",0,1,0,0,"2012-01-17 15:35:51",0,0,12,"no",0,0,0,17.376,215,1,0,1,0,18,"small","f0CNJTkR9L"
"spam",0,1,0,0,"2012-01-17 22:02:50",0,0,1,"no",0,0,0,1.183,32,0,0,0,0,0,"small","WVV6ucIO4b"
"spam",0,1,0,0,"2012-01-18 10:26:15",0,0,4,"no",0,0,0,1.047,31,0,0,0,0,2,"small","rtMLhu7vQa"
"spam",1,1,0,0,"2012-01-18 05:43:23",0,0,0,"no",0,0,0,3.401,59,0,0,0,0,0,"small","OfKcQOVIXn"
"spam",1,1,0,0,"2012-01-18 05:48:43",0,0,0,"no",0,0,0,1.239,29,0,0,0,0,0,"small","FzyhJcQfrX"
"spam",0,1,0,0,"2012-01-18 06:15:17",0,0,4,"no",0,0,0,9.985,299,1,0,0,0,1,"small","H2ChN8w7cq"
"spam",0,1,0,0,"2012-01-18 06:41:52",0,0,0,"no",0,0,0,1.781,11,0,0,0,0,0,"none","4jyax5qR4w"
"spam",0,1,0,0,"2012-01-18 06:45:35",0,0,0,"no",0,0,0,0.123,8,1,1,0,0,0,"none","gGLvws8DWf"
"spam",0,1,0,0,"2012-01-18 11:47:45",0,0,4,"no",0,0,0,0.984,33,0,0,0,0,1,"small","pRmTskMtfy"
"spam",1,1,0,0,"2012-01-18 08:24:59",1,1,0,"no",1,0,0,25.599,674,1,0,0,0,31,"small","mYtnctZeCS"
"spam",0,1,1,1,"2012-01-18 08:49:40",0,0,0,"no",0,0,0,6.244,177,1,1,0,0,0,"small","UyfDTYo4Tx"
"spam",1,1,0,0,"2012-01-18 08:49:46",0,0,0,"no",0,0,0,0.455,21,0,0,0,0,0,"small","0QUD9qAFn6"
"spam",0,1,1,1,"2012-01-18 08:54:38",0,0,0,"no",0,0,0,11.412,259,1,1,0,0,2,"small","ZroZcu8MuA"
"spam",0,1,1,1,"2012-01-18 08:55:23",0,0,0,"no",0,0,0,14.634,305,1,1,0,0,2,"small","ZKjV8w4QU2"
"spam",0,1,0,0,"2012-01-18 09:25:59",0,0,10,"no",0,0,0,8.002,137,1,0,1,0,10,"small","zu3kjpwL2c"
"spam",0,1,0,1,"2012-01-18 09:35:30",0,0,0,"no",0,0,0,15.265,348,1,0,0,0,2,"big","9QvZbToMxa"
"spam",0,1,0,1,"2012-01-18 10:59:24",0,0,0,"no",0,0,0,0.27,11,0,0,0,0,0,"none","l6jnwy4no6"
"spam",0,1,0,1,"2012-01-18 12:39:00",0,0,0,"no",0,0,0,0.531,8,1,0,0,0,0,"none","RK0gn0dETn"
"spam",1,1,0,1,"2012-01-18 11:55:21",0,0,0,"no",0,0,0,7.806,315,1,1,0,0,4,"big","C650RrwxmR"
"spam",0,1,0,0,"2012-01-18 18:58:19",0,0,23,"no",0,0,0,4.566,91,1,0,0,0,1,"small","WK8cOu77ry"
"spam",0,1,0,0,"2012-01-18 15:34:39",0,0,18,"no",0,0,0,14.268,195,1,0,1,0,24,"small","q7LzQ20gXT"
"spam",0,1,0,0,"2012-01-19 06:22:37",0,0,0,"no",0,0,0,0.73,15,1,0,0,0,4,"none","i601YTjgWu"
"spam",1,1,15,0,"2012-01-19 08:32:25",0,0,0,"no",0,0,0,4.517,67,0,0,0,0,0,"big","xmKsaCbeSf"
"spam",0,1,0,1,"2012-01-19 10:29:54",0,1,0,"no",0,0,0,0.824,17,1,0,0,0,0,"none","6RsTp6efq4"
"spam",0,1,0,1,"2012-01-19 10:47:15",0,0,0,"no",0,0,0,11.427,306,1,1,0,0,0,"small","ffsfinIkyg"
"spam",0,1,0,1,"2012-01-19 16:17:44",0,0,0,"no",0,0,0,4.92,79,1,1,0,0,5,"small","nlksZuaKFd"
"spam",0,1,0,1,"2012-01-19 17:34:04",0,0,0,"no",0,0,0,8.781,228,1,1,0,0,5,"big","q5dF2KA3Fo"
"spam",0,1,0,1,"2012-01-19 19:23:45",0,0,0,"no",0,0,0,4.237,69,1,1,0,0,0,"small","LNgLIwCSoy"
"spam",0,1,0,0,"2012-01-20 08:00:18",0,0,4,"no",1,0,0,7.759,192,1,0,0,0,5,"small","JH3kKlqXym"
"spam",0,1,0,0,"2012-01-20 11:10:39",0,0,0,"no",0,0,0,3.258,64,1,0,0,0,4,"none","A3tzOV2YZU"
"spam",0,1,1,1,"2012-01-20 06:53:34",0,0,0,"no",0,0,0,14.982,270,1,1,0,0,0,"big","EDEXqllZjK"
"spam",0,1,0,0,"2012-01-20 09:01:03",0,0,0,"no",0,0,0,1.49,40,0,0,0,0,3,"small","Lhc01GfMz9"
"spam",1,1,1,0,"2012-01-20 10:56:54",0,1,0,"no",0,0,0,5.468,110,1,0,0,0,0,"small","oBAAmVNkoX"
"spam",1,1,0,0,"2012-01-20 11:52:57",0,0,0,"no",0,0,0,8.378,173,1,0,0,0,0,"small","9F379gQbjc"
"spam",1,1,0,0,"2012-01-20 09:14:54",0,0,0,"no",0,0,0,1.109,23,0,0,0,0,0,"small","NFxmqSRwex"
"spam",0,1,9,1,"2012-01-20 11:21:43",0,0,2,"no",0,0,0,9.856,259,1,1,0,0,3,"small","WfxFXvsgxa"
"spam",0,1,0,0,"2012-01-20 17:16:18",0,0,0,"no",0,0,0,24.144,451,1,0,0,0,2,"small","x5ffueYnjZ"
"spam",0,1,0,1,"2012-01-20 23:41:11",0,0,0,"no",0,0,0,0.225,7,0,0,0,0,0,"none","Iasp4K5RBW"
"spam",0,1,0,0,"2012-01-21 08:00:33",0,0,18,"no",1,0,0,13.724,307,1,0,0,0,8,"small","Oh1kOf9bUa"
"spam",0,1,0,0,"2012-01-21 11:18:21",0,0,0,"no",0,0,0,2.25,60,1,0,0,0,4,"small","nQLMYX8kVm"
"spam",0,1,0,1,"2012-01-21 14:01:51",0,0,0,"no",0,0,2,2.292,41,1,0,0,0,0,"small","3Hcv1YPgWe"
"spam",0,1,0,1,"2012-01-21 18:14:35",2,2,0,"no",0,0,6,11.541,236,1,1,0,0,0,"big","ejjVKA2mNZ"
"spam",0,1,0,0,"2012-01-21 19:26:59",0,0,0,"no",0,0,0,9.199,150,1,0,0,0,1,"small","HcGZsILwLQ"
"spam",0,1,0,0,"2012-01-22 08:00:36",0,0,8,"no",1,0,0,9.898,234,1,0,0,0,6,"small","F6wRATpkcu"
